Ch.,B,A,x0,y0,Ra_1,Dec_1,FWHMx,FWHMy,Mag_1,Beta,r,Angle,RMSE,main_id,ra_x,dec_x,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx_1,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B_x,V,R_x,J,H,K,u,g,r_xa,i,z,angDist,Ra_2,Dec_2,Mag_2,ABS_Mag,luminosity,Mass,Plx_2,PM,RV,plx_in_arsec,distnace_from_earth,Separation,plx_arsec,distance_from_earth,TV,True_Velocity,velocity_dispersion,Log(Velocity Dispersion),L_size,Log(L_size),Log(Mass),average VD
1,41.8551,154.464,141.64,245.64,251.783,-45.8434,6.43087,3.60741,-9.02155,-1,0.560953,9.51431,16.6604,Gaia DR3 5940106041460473600,251.7825586,-45.84341112,0,0,90,*,2,16 47 07.81406,-45 50 36.2800,A,2020yCat.1350....0G,Star,*,,,,,,,0.1423,0.1228,-2.333,-4.093,0.162,0.152,90,,,,,,,,,,,,,,,1.119735,,,,,,,,,,,,,1.42E-04,7027.406887,,,,,,,,
1,30.3662,190.156,87.8252,240.044,251.79,-45.8429,4.43967,4.12143,-8.98971,-1,0.92832,-32.1983,12.6251,Gaia DR3 5940199877892577152,251.7900536,-45.84279794,0,0,90,*,2,16 47 09.61287,-45 50 34.0726,A,2020yCat.1350....0G,Star,*,,,,,,,0.0462,0.1591,-2.191,-4.062,0.134,0.113,90,,,,,,,,,,,,,,,0.395086,251.79,-45.8429,-8.98971,-22.00000981,5.40E+10,1164.895146,-0.0521,4.615,,-5.21E-05,-19193.857,0.395086161,4.62E-05,21645.02165,473.4870113,,,,,,3.066286836,
1,16.0922,190.39,89.4487,14.3778,251.79,-45.8208,4.33422,4.21312,-8.98884,-1,0.972059,65.2885,8.96812,Gaia DR3 5940199912252321280,251.789962,-45.8208196,0,0,90,*,2,16 47 09.59089,-45 49 14.9506,A,2020yCat.1350....0G,Star,*,,,,,,,0.1678,0.1102,-2.287,-3.935,0.132,0.112,90,,,,,,,,,,,,,,,0.103619,251.79,-45.8208,-8.98884,-21.99914006,5.39E+10,1164.628558,0.1678,4.552,,1.68E-04,5959.4756,0.103618926,1.68E-04,5959.475566,128.5845111,,,,,,3.066187435,
1,39.3605,196.422,195.847,133.846,251.775,-45.8325,4.44365,3.9242,-8.97265,-1,0.883104,-83.6434,23.1797,[CRN2020] W1046,251.7750118,-45.83248339,0,0,90,**,8,16 47 06.00283,-45 49 56.9402,A,2020yCat.1350....0G,**,*|**,-44.01,3.03,-1.47E-04,1.01E-05,O+O?,,0.1681,0.0651,-2.063,-3.611,0.08,0.073,90,,,,22.5,18.87,16.59,,,,,,,,,0.076062,251.775,-45.8325,-8.97265,-21.98294953,5.31E+10,1159.677121,0.1681,4.159,,1.68E-04,5948.84,0.076061878,1.68E-04,5948.839976,117.2734022,125.2594522,6.588804489,0.818806621,52.05640217,1.716474149,3.064337089,
1,25.1989,182.154,277.56,129.367,251.764,-45.8321,4.47264,4.15679,-8.96034,-1,0.929383,82.3118,8.04951,Gaia DR3 5940106797374730368,251.7635608,-45.83205856,0,0,90,*,2,16 47 03.25460,-45 49 55.4108,A,2020yCat.1350....0G,Star,*,,,,,,,0.2126,0.1031,-2.409,-3.45,0.128,0.108,90,,,,,,,,,,,,,,,1.13046,,,,,,,,,,,,,2.13E-04,4703.668862,,,,,,,,
1,24.3666,157.007,166.41,490.098,251.779,-45.8673,6.33535,3.27815,-8.94427,-1,0.517438,-37.578,17.5061,[CMN2008] J164706.9-455201,251.77875,-45.86694444,,,172,X,1,    16 47 06.9,     -45 52 01,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.426915,,,,,,,,,,,,,,,,,,,,,,
1,32.0018,196.584,172.44,128.993,251.778,-45.832,4.17832,3.94988,-8.91379,-1,0.945326,-56.3494,16.8279,[CRN2020] W1050,251.7782222,-45.83202566,0,0,90,*,7,16 47 06.77334,-45 49 55.2924,A,2020yCat.1350....0G,Star,*|SB*,-56.36,2.65,-1.88E-04,8.80E-06,O9.5II,,0.2255,0.074,-2.369,-3.688,0.09,0.081,90,,,,23.1,19.52,16.97,,,,,,,,,0.564922,251.778,-45.832,-8.91379,-21.92408971,5.03E+10,1141.853144,0.2255,4.383,,2.26E-04,4434.59,0.564922517,2.26E-04,4434.5898,92.1304673,108.0021887,6.397789519,0.806029948,51.24411317,1.709643982,3.057610252,
1,25.8769,189.472,419.049,561.182,251.744,-45.8742,4.25395,4.00459,-8.9082,-1,0.941381,40.6771,17.768,[CRN2020] W1020,251.7437847,-45.87423712,0,0,90,**,8,16 46 58.50833,-45 52 27.2536,A,2020yCat.1350....0G,**,*|**,-44.49,2.82,-1.48E-04,9.40E-06,O9-9.5+O?,,0.1886,0.0541,-2.552,-3.41,0.067,0.056,90,,,,21.8,18.45,16.38,,,,,,,,,0.564837,251.744,-45.8742,-8.9082,-21.91850022,5.00E+10,1140.174841,0.1886,4.259,,1.89E-04,5302.2266,0.564836603,1.89E-04,5302.226935,107.0395446,115.9173093,6.243846046,0.795452186,50.57162198,1.703906883,3.056971454,
1,20.5587,182.985,45.187,61.2979,251.796,-45.8254,4.5817,3.84606,-8.90711,-1,0.83944,49.7196,16.6647,[B2007] J164711.06-454930.9,251.7960581,-45.82534487,0,0,90,V*,2,16 47 11.05394,-45 49 31.2415,A,2020yCat.1350....0G,Variable*,*|V*,,,,,,,0.3821,0.1153,-2.449,-3.695,0.14,0.12,90,,,,,,17.729,,,,,,,,,0.242566,251.796,-45.8254,-8.90711,-21.91741017,5.00E+10,1139.84783,0.3821,4.433,,3.82E-04,2617.116,0.242565555,3.82E-04,2617.115938,54.99193922,,,,,,3.056846877,
1,32.295,130.436,209.081,116.644,251.773,-45.8308,7.58033,3.23533,-8.89423,-1,0.426806,-82.8061,19.5751,[CRN2020] W1044,251.7731725,-45.83099724,0,0,90,*,7,16 47 05.56140,-45 49 51.5901,A,2020yCat.1350....0G,Star,*,-38.47,4.48,-1.28E-04,1.49E-05,O9-9.5III,,0.2114,0.1173,-2.236,-4.08,0.141,0.128,90,,,,24.1,20.28,17.85,,,,,,,,,0.840845,251.773,-45.8308,-8.89423,-21.90452985,4.94E+10,1135.990866,0.2114,4.653,,2.11E-04,4730.3687,0.840845338,2.11E-04,4730.368969,104.329324,111.1959859,5.8257406,0.765351143,48.65791982,1.687153538,3.055374839,
1,40.1966,186.402,155.169,333.477,251.781,-45.852,4.08589,4.08575,-8.86861,-1,0.999967,87.1659,16.8454,Gaia DR3 5940106041460463872,251.7807058,-45.85197097,0,0,90,*,2,16 47 07.36940,-45 51 07.0955,A,2020yCat.1350....0G,Star,*,,,,,,,0.3134,0.1264,-2.37,-3.815,0.157,0.123,90,,,,,,,,,,,,,,,0.76015,251.781,-45.852,-8.86861,-21.87891034,4.83E+10,1128.357957,0.3134,4.491,,3.13E-04,3190.8105,0.760149659,3.13E-04,3190.810466,67.92386682,,,,,,3.052446896,
1,20.2709,144.243,451.481,428.655,251.739,-45.8613,7.34354,2.93992,-8.86544,-1,0.400341,51.4051,15.5232,[CMN2008] J164657.2-455139,251.7383333,-45.86083333,,,172,X,1,    16 46 57.2,     -45 51 39,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.370611,,,,,,,,,,,,,,,,,,,,,,
1,29.2252,132.685,351.14,198.808,251.753,-45.8388,7.09979,3.24362,-8.84872,-1,0.456861,-44.6886,14.49,Gaia DR3 5940106797366430464,251.7552068,-45.83779431,0,0,90,*,2,16 47 01.24963,-45 50 16.0595,A,2020yCat.1350....0G,Star,*,,,,,,,0.2513,0.123,-2.888,-3.539,0.145,0.124,90,,,,,,,,,,,,,,,6.598336,251.755,-45.8379,-7.6777,-20.688,1.61E+10,824.788994,0.2513,4.568,,2.51E-04,3979.3076,0.629705071,2.51E-04,3979.3076,86.16123887,,,,,,2.916342857,
1,14.3892,195.826,320.147,48.5953,251.758,-45.8242,4.11915,3.69188,-8.8208,-1,0.896271,63.121,9.56694,[CMN2008] J164700.9-454927,251.75375,-45.82416667,,,172,X,1,    16 47 00.9,     -45 49 27,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.651634,,,,,,,,,,,,,,,,,,,,,,
1,38.6648,203.785,235.473,502.89,251.769,-45.8685,3.94824,3.68641,-8.81644,-1,0.933683,-87.178,18.3602,[B2007] J164704.69-455206.8,251.7695255,-45.868542,0,0,90,LP?,7,16 47 04.68613,-45 52 06.7512,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|C*?|LP?|V*,-36.55,2.8,-1.22E-04,9.30E-06,O9.5II,,,,-1.332,-3.278,0.124,0.101,90,,,,22.8,19.17,16.899,,,,,,,,,1.33312,,,,,,,,,,,,,,,,,,,,,,
1,22.9169,188.206,329.543,115.216,251.756,-45.8307,4.13298,3.79823,-8.81218,-1,0.919004,24.3084,10.5361,[CRN2020] W1029,251.7562459,-45.83061583,0,0,90,*,7,16 47 01.49901,-45 49 50.2170,A,2020yCat.1350....0G,Star,*,-43.27,2.82,-1.44E-04,9.40E-06,O9-9.5III,,0.2167,0.0915,-2.362,-3.358,0.114,0.096,90,,,,,,,,,,,,,,,0.694457,251.756,-45.8307,-8.81218,-21.82247952,4.58E+10,1111.725736,0.2167,4.106,,2.17E-04,4614.6743,0.694457189,2.17E-04,4614.674665,89.81283023,99.69270863,5.564815886,0.7454508,47.39273677,1.675711788,3.04599766,
1,33.0867,196.455,159.273,371.199,251.78,-45.8557,3.98141,3.72212,-8.79621,-1,0.934874,66.25,14.8859,Gaia DR3 5940106041452083968,251.7809035,-45.85317256,0,0,90,*,2,16 47 07.41685,-45 51 11.4212,A,2020yCat.1350....0G,Star,*,,,,,,,0.4261,0.1214,-1.165,-3.875,0.139,0.109,90,,,,,,,,,,,,,,,9.382373,,,,,,,,,,,,,4.26E-04,2346.866933,,,,,,,,
1,59.3026,187.517,258.715,402.509,251.766,-45.8587,3.95522,3.90481,-8.79052,-1,0.987255,38.287,18.1976,Gaia DR3 5940106007100722048,251.7661827,-45.85869059,0,0,90,*,2,16 47 03.88386,-45 51 31.2861,A,2020yCat.1350....0G,Star,*,,,,,,,0.1597,0.1316,-1.982,-3.855,0.164,0.137,90,,,,,,,,,,,,,,,0.443181,251.766,-45.8587,-8.79052,-21.80081967,4.49E+10,1105.407096,0.1597,4.335,,1.60E-04,6261.74,0.443181178,1.60E-04,6261.740764,128.6656284,,,,,,3.043522248,
1,43.3458,190.411,302.253,171.864,251.76,-45.8362,5.82696,2.607,-8.78918,-1,0.447404,-29.6602,29.5357,[CMN2008] J164702.8-455009,251.7616667,-45.83583333,,,172,X,1,    16 47 02.8,     -45 50 09,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.397654,,,,,,,,,,,,,,,,,,,,,,
1,59.3403,194.165,299.57,450.908,251.76,-45.8635,3.94558,3.77002,-8.78767,-1,0.955505,-20.2446,28.6351,[CRN2020] W1034,251.7605394,-45.86345013,0,0,90,s*b,9,16 47 02.52945,-45 51 48.4205,A,2020yCat.1350....0G,BlueSG,*|s*b,-49.06,2.16,-1.64E-04,7.20E-06,O9.5Iab,,0.1937,0.0609,-2.236,-3.615,0.076,0.063,90,,,,22.5,18.69,16.34,,,,,,,,,1.3771,,,,,,,,,,,,,1.94E-04,5162.622612,,,,,,,,
1,25.7946,171.262,147.552,35.074,251.782,-45.8229,4.38397,3.78801,-8.77085,-1,0.864058,83.9662,15.8186,WR  77sa,251.7817515,-45.82279685,0,0,90,WR*,15,16 47 07.62035,-45 49 22.0687,A,2020yCat.1350....0G,WolfRayet*,*|MIR|NIR|WR*|X,,,,,WN6h,,0.0615,0.1774,-2.077,-3.614,0.217,0.179,90,,,,,,,12.233,10.422,10.167,,,,,,0.718646,251.782,-45.8229,-8.77085,-21.78115014,4.41E+10,1099.700194,0.0615,4.168,,6.15E-05,16260.162,0.718646481,6.15E-05,16260.1626,321.2409812,,,,,,3.041274302,
1,61.9044,185.755,331.789,412.085,251.756,-45.8597,4.59529,3.33039,-8.77037,-1,0.724738,-62.501,32.0834,Gaia DR3 5940106659935751552,251.7558977,-45.85965776,0,0,90,*,2,16 47 01.41546,-45 51 34.7679,A,2020yCat.1350....0G,Star,*,,,,,,,0.3493,0.1192,-2.668,-3.786,0.146,0.119,90,,,,,,,,,,,,,,,0.289613,251.756,-45.8597,-8.77037,-21.78066949,4.41E+10,1099.561107,0.3493,4.631,,3.49E-04,2862.8684,0.289612707,3.49E-04,2862.868594,62.84265817,,,,,,3.04121937,
1,51.2533,187.788,202.825,407.748,251.774,-45.8592,4.02476,3.69724,-8.75172,-1,0.918625,47.138,27.639,2MASS J16470575-4551334,251.7740436,-45.85929927,0,0,90,LP?,3,16 47 05.77047,-45 51 33.4774,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|C*?|LP?|NIR|V*|X,,,,,,,,,-2.384,-3.523,0.283,0.216,90,,,,,,19.907,11.862,,,,,,,,0.373899,251.774,-45.8592,-8.75172,-21.76202039,4.33E+10,1094.178165,-0.2074,4.254,,-2.07E-04,-4821.601,0.373898702,,,,,,,,,3.039088044,
1,40.5146,218.262,265.145,465.56,251.765,-45.8649,3.72012,3.35542,-8.72422,-1,0.901964,-2.96663,13.8982,Cl* Westerlund    1      W      63a,251.764171,-45.86607027,0,0,90,s*b,10,16 47 03.40104,-45 51 57.8530,A,2020yCat.1350....0G,BlueSG,*|s*b,,,,,B0Iab,,0.1183,0.0535,-2.061,-3.376,0.067,0.056,90,,,,22.6,18.56,16.2,,,,,,,,,4.701215,,,,,,,,,,,,,1.18E-04,8453.085376,,,,,,,,
1,23.8147,89.4213,180.568,468.42,251.777,-45.8652,7.61809,3.9941,-8.72278,-1,0.524292,84.9267,16.6274,[CMN2008] J164706.9-455157,251.77875,-45.86583333,,,172,X,1,    16 47 06.9,     -45 51 57,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.960037,,,,,,,,,,,,,,,,,,,,,,
1,28.8486,180.356,57.9755,274.984,251.794,-45.8463,4.20319,3.49584,-8.69417,-1,0.831712,73.7672,16.5672,[CRN2020] W1062,251.794342,-45.84624121,0,0,90,**,8,16 47 10.64207,-45 50 46.4683,A,2020yCat.1350....0G,**,*|**,-45.99,4.1,-1.53E-04,1.37E-05,O+O?,,0.1887,0.0868,-2.103,-3.831,0.107,0.088,90,,,,23.6,20.03,17.48,,,,,,,,,0.866285,251.794,-45.8463,-8.69417,-21.70446995,4.11E+10,1077.732183,0.1887,4.37,,1.89E-04,5299.417,0.866285315,1.89E-04,5299.417064,109.7710588,119.0158188,6.422842787,0.807727292,51.35202339,1.710557561,3.032510852,
1,85.8637,175.994,198.989,321.388,251.775,-45.8508,4.53781,3.10301,-8.68486,-1,0.683812,-18.961,43.3985,Cl* Westerlund    1      W      39a,251.775,-45.85,,,172,*,3,       16 47.1,        -45 51,D,,Star,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.878459,,,,,,,,,,,,,,,,,,,,,,
1,38.5859,148.719,137.359,222.844,251.783,-45.8412,7.15042,2.44985,-8.67562,-1,0.342616,59.8868,18.7109,Gaia DR3 5940199877886898048,251.7848474,-45.84048662,0,0,90,*,2,16 47 08.36337,-45 50 25.7518,A,2020yCat.1350....0G,Star,*,,,,,,,0.3402,0.0696,-3.713,-2.68,0.086,0.072,90,,,,,,,,,,,,,,,5.290001,,,,,,,,,,,,,3.40E-04,2939.447384,,,,,,,,
1,14.5506,176.143,280.165,85.6096,251.763,-45.8278,4.75775,3.01942,-8.64402,-1,0.634631,32.6507,6.172,[CMN2008] J164702.9-454935,251.7620833,-45.82638889,,,172,X,1,    16 47 02.9,     -45 49 35,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.579186,,,,,,,,,,,,,,,,,,,,,,
1,30.2531,81.7814,115.072,561.714,251.786,-45.8743,7.42704,4.08574,-8.6229,-1,0.550117,-83.991,15.0331,Cl* Westerlund    1      W     243,251.781267,-45.87475653,0,0,90,s*b,65,16 47 07.50407,-45 52 29.1235,A,2020yCat.1350....0G,BlueSG,*|LP?|NIR|s*b|V*|X,99.11,2.28,3.31E-04,7.60E-06,LBV,,0.0119,0.0812,-1.574,-4.036,0.108,0.086,90,,,,19.873,15.73,,6.407,5.271,4.632,,,,,,11.966057,,,,,,,,,,,,,1.19E-05,84033.61345,,,,,,,,
1,29.2068,177.335,425.731,239.737,251.743,-45.8428,3.7919,3.68641,-8.62168,-1,0.972182,-40.4945,16.9029,2MASS J16465824-4550341,251.7426922,-45.84277259,0,0,90,LP?,9,16 46 58.24613,-45 50 33.9813,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|C*?|LP?|NIR,-53.76,4,-1.79E-04,1.33E-05,O9-9.5III,,0.2427,0.1025,-2.454,-3.543,0.124,0.107,90,,,,23.5,19.91,17.44,12.265,,,,,,,,0.768835,251.743,-45.8428,-8.62168,-21.63198022,3.84E+10,1057.368359,0.2427,4.31,,2.43E-04,4120.313,0.768834595,2.43E-04,4120.313144,84.17552058,99.87820248,5.980358921,0.77672725,49.38116651,1.693561345,3.02422631,
1,66.545,195.819,300.25,396.397,251.76,-45.8581,3.61632,3.45899,-8.60881,-1,0.956497,78.9395,31.1729,Gaia DR3 5940106659935752448,251.7602391,-45.85811772,0,0,90,*,2,16 47 02.45738,-45 51 29.2238,A,2020yCat.1350....0G,Star,*,,,,,,,0.1783,0.1011,-2.33,-3.96,0.128,0.103,90,,,,,,,,,,,,,,,0.616232,251.76,-45.8581,-8.60881,-21.61911038,3.80E+10,1053.793395,0.1783,4.595,,1.78E-04,5608.5254,0.616232415,1.78E-04,5608.524958,122.1553517,,,,,,3.022755472,
1,46.7391,194.723,316.761,204.435,251.758,-45.8394,3.63199,3.45546,-8.60623,-1,0.951394,-33.4587,17.2297,Gaia DR3 5940106797366423808,251.7581472,-45.83937766,0,0,90,*,1,16 47 01.95532,-45 50 21.7596,A,2020yCat.1350....0G,Star,*,,,,,,,0.3423,0.0868,-2.666,-3.471,0.108,0.092,90,,,,,,,,,,,,,,,0.389477,251.758,-45.8394,-8.60623,-21.61652974,3.79E+10,1053.078004,0.3423,4.377,,3.42E-04,2921.414,0.389477301,3.42E-04,2921.413964,60.61051756,,,,,,3.022460542,
1,106.195,126.462,237.484,294.919,251.769,-45.8482,3.22796,2.10805,-8.60296,-1,0.653059,87.3556,42.784,Gaia DR3 5940106007092387072,251.7691413,-45.84829266,0,0,90,*,2,16 47 04.59392,-45 50 53.8536,A,2020yCat.1350....0G,Star,*,,,,,,,0.1975,0.1346,-2.279,-3.811,0.208,0.139,90,,,,,,,,,,,,,,,0.487588,251.769,-45.8482,-8.60296,-21.61325959,3.78E+10,1052.172169,0.1975,4.441,,1.98E-04,5063.291,0.487587897,1.98E-04,5063.291139,106.5840013,,,,,,3.02208681,
1,8.06317,93.1085,10.7993,12.2264,251.801,-45.8206,9.97128,2.67984,-8.5976,-1,0.268756,80.9856,10.8761,[RCN2009] W3003,251.7983638,-45.82291073,0,0,90,V*,16,16 47 11.60732,-45 49 22.4786,A,2020yCat.1350....0G,Variable*,*|MIR|NIR|SB*|V*,-35.53,1.02,-1.19E-04,3.40E-06,B0Ib,,0.1461,0.0951,-2.202,-4.099,0.116,0.101,90,,,,23.1,19.08,16.211,10.058,8.898,8.247,,,,,,10.623251,,,,,,,,,,,,,1.46E-04,6844.626968,,,,,,,,
1,17.8288,183.204,445.531,172.567,251.74,-45.8363,3.99717,3.30639,-8.59616,-1,0.827182,-80.653,14.8028,Cl* Westerlund    1      W      86,251.7381623,-45.83609406,0,0,90,*,12,16 46 57.15896,-45 50 09.9386,A,2020yCat.1350....0G,Star,*,-50.94,1.85,-1.70E-04,6.20E-06,O9.5Ib,,0.2936,0.0804,-2.402,-3.654,0.099,0.088,90,,,,22.9,18.76,16.43,,,,,,,,,4.682005,,,,,,,,,,,,,2.94E-04,3405.99455,,,,,,,,
1,34.906,165.656,421.997,452.371,251.743,-45.8636,4.63752,3.1471,-8.59456,-1,0.678617,46.7391,18.6383,[CRN2020] W1019,251.7432462,-45.86359694,0,0,90,*,6,16 46 58.37910,-45 51 48.9490,A,2020yCat.1350....0G,Star,*,-47.45,4.36,-1.58E-04,1.45E-05,O9-9.5III,,0.1436,0.1014,-2.305,-3.77,0.121,0.101,90,,,,23.8,20.33,17.86,,,,,,,,,0.627018,251.743,-45.8636,-8.59456,-21.60485963,3.75E+10,1049.848941,0.1436,4.419,,1.44E-04,6963.788,0.627018137,1.44E-04,6963.788301,145.8639393,153.3877112,7.817597308,0.893073296,56.77797598,1.754179907,3.021126814,
1,20.5492,168.372,82.9724,455.875,251.791,-45.8639,3.84695,3.68538,-8.58074,-1,0.958001,37.9922,16.7449,Gaia DR3 5940105934069463168,251.7907584,-45.86391012,0,0,90,*,1,16 47 09.78202,-45 51 50.0764,A,2020yCat.1350....0G,Star,*,,,,,,,0.2531,0.1517,-2.095,-3.678,0.186,0.145,90,,,,,,,,,,,,,,,0.60782,251.791,-45.8639,-8.58074,-21.59103993,3.70E+10,1046.037901,0.2531,4.233,,2.53E-04,3951.0073,0.607820282,2.53E-04,3951.007507,79.27467158,,,,,,3.019547421,
1,31.0587,143.277,378.492,517.972,251.749,-45.87,4.21188,3.26043,-8.56965,-1,0.774101,-51.0836,26.6886,Gaia DR3 5940106625576005632,251.7445815,-45.87008319,0,0,90,*,2,16 46 58.69956,-45 52 12.2995,A,2020yCat.1350....0G,Star,*,,,,,,,0.2081,0.1438,-2.318,-3.5,0.17,0.145,90,,,,,,,,,,,,,,,11.062016,,,,,,,,,,,,,2.08E-04,4805.382028,,,,,,,,
1,22.6225,194.61,361.3,175.183,251.752,-45.8365,3.7239,3.25693,-8.5685,-1,0.874603,28.9878,12.0326,2MASS J16470103-4550069,251.7542899,-45.83525412,0,0,90,s*b,9,16 47 01.02958,-45 50 06.9148,A,2020yCat.1350....0G,BlueSG,*|NIR|s*b|X,-40.97,2.97,-1.37E-04,9.90E-06,O9.5Iab,,0.1557,0.1148,-2.272,-3.773,0.14,0.12,90,,,,,,,11.37,10.373,9.865,,,,,,7.285618,,,,,,,,,,,,,1.56E-04,6422.607579,,,,,,,,
1,11.4838,136.487,327.164,72.1298,251.757,-45.8265,4.74521,3.63022,-8.56427,-1,0.765028,73.4659,8.89651,[CMN2008] J164700.9-454927,251.75375,-45.82416667,,,172,X,1,    16 47 00.9,     -45 49 27,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.712583,,,,,,,,,,,,,,,,,,,,,,
1,29.7443,178.2,262.058,134.189,251.766,-45.8325,3.66591,3.56353,-8.5535,-1,0.972072,17.6972,10.9235,Gaia DR3 5940106797366436608,251.76569,-45.83252211,0,0,90,*,2,16 47 03.76559,-45 49 57.0796,A,2020yCat.1350....0G,Star,*,,,,,,,0.1479,0.1093,-2.141,-3.546,0.139,0.111,90,,,,,,,,,,,,,,,0.797754,251.766,-45.8325,-8.5535,-21.56380013,3.61E+10,1038.566478,0.1479,4.142,,1.48E-04,6761.325,0.797753976,1.48E-04,6761.32522,132.7456498,,,,,,3.016434301,
1,20.8772,88.1941,50.8636,291.858,251.795,-45.8479,5.74694,4.5647,-8.5468,-1,0.794285,-70.7865,11.2645,[CRN2020] W1062,251.794342,-45.84624121,0,0,90,**,8,16 47 10.64207,-45 50 46.4683,A,2020yCat.1350....0G,**,*|**,-45.99,4.1,-1.53E-04,1.37E-05,O+O?,,0.1887,0.0868,-2.103,-3.831,0.107,0.088,90,,,,23.6,20.03,17.48,,,,,,,,,6.195589,,,,,,,,,,,,,1.89E-04,5299.417064,,,,,,,,
1,50.8375,172.055,226.546,180.315,251.771,-45.837,4.11441,3.23724,-8.53645,-1,0.786807,10.9224,15.1291,[B2007] J164704.99-455013.3,251.7707622,-45.8370613,0,0,90,V*,2,16 47 04.98292,-45 50 13.4207,A,2020yCat.1350....0G,Variable*,*|V*,,,,,,,0.2497,0.1269,-2.039,-3.988,0.161,0.137,90,,,,,,17.515,,,,,,,,,0.624553,251.771,-45.837,-8.53645,-21.54675034,3.55E+10,1033.917184,0.2497,4.479,,2.50E-04,4004.8062,0.624552502,2.50E-04,4004.805767,85.02386635,,,,,,3.014485753,
1,37.2015,194.535,142.189,161.279,251.782,-45.8352,3.58984,3.25811,-8.52868,-1,0.907592,-69.5724,18.4081,Gaia DR3 5940199873591721856,251.7825447,-45.83521354,0,0,90,*,2,16 47 07.81072,-45 50 06.7687,A,2020yCat.1350....0G,Star,*,,,,,,,0.2871,0.1153,-2.458,-3.577,0.14,0.127,90,,,,,,,,,,,,,,,1.372705,,,,,,,,,,,,,2.87E-04,3483.106931,,,,,,,,
1,14.0184,119.921,29.927,274.542,251.798,-45.8462,6.08753,3.07303,-8.51331,-1,0.504807,-78.4251,10.9667,[CRN2020] W1062,251.794342,-45.84624121,0,0,90,**,8,16 47 10.64207,-45 50 46.4683,A,2020yCat.1350....0G,**,*|**,-45.99,4.1,-1.53E-04,1.37E-05,O+O?,,0.1887,0.0868,-2.103,-3.831,0.107,0.088,90,,,,23.6,20.03,17.48,,,,,,,,,9.184969,,,,,,,,,,,,,1.89E-04,5299.417064,,,,,,,,
1,30.2544,154.005,107.786,227.204,251.787,-45.8416,4.80023,3.01919,-8.50781,-1,0.628968,89.2845,15.5576,[CMN2008] J164708.9-455029,251.7872083,-45.84155556,0.11,0.11,90,X,1,   16 47 08.93,   -45 50 29.6,C,2003yCat.2246....0C,X,NIR|X,,,,,,,,,,,,,,,,,,,,13.009,,,,,,,,0.538726,251.787,-45.8416,-8.50781,-21.5181096,3.46E+10,1026.153959,0.0846,4.337,,8.46E-05,11820.33,0.53872558,,,,,,,,,3.011212525,
1,17.1692,185.176,439.164,369.308,251.741,-45.8555,3.62247,3.25413,-8.48366,-1,0.898317,84.2937,10.8346,[CRN2020] W1014,251.7409225,-45.85550109,0,0,90,*,8,16 46 57.82139,-45 51 19.8039,A,2020yCat.1350....0G,Star,*,-41.18,4.6,-1.37E-04,1.53E-05,O9-9.5III,,0.2042,0.0944,-2.453,-3.623,0.114,0.099,90,,,,23.3,19.58,17.4,,,,,,,,,0.187817,251.741,-45.8555,-8.48366,-21.4939597,3.39E+10,1019.653319,0.2042,4.376,,2.04E-04,4897.1597,0.187816653,2.04E-04,4897.159647,101.5780559,109.60791,5.869411436,0.768594554,48.86412272,1.688990106,3.008452537,
1,5.1998,119.74,432.024,74.0444,251.742,-45.8267,5.02968,3.61266,-8.48012,-1,0.718268,-20.9194,8.69027,Gaia DR3 5940106827422737280,251.7406283,-45.82943004,0,0,90,*,2,16 46 57.75079,-45 49 45.9481,A,2020yCat.1350....0G,Star,*,,,,,,,0.3692,0.1194,-2.149,-3.947,0.168,0.118,90,,,,,,,,,,,,,,,10.422525,,,,,,,,,,,,,3.69E-04,2708.559047,,,,,,,,
1,74.0456,177.546,328.847,300.844,251.756,-45.8488,3.49417,3.49391,-8.47641,-1,0.999926,83.4804,34.4036,Gaia DR3 5940106763006646272,251.7563572,-45.8488263,0,0,90,*,3,16 47 01.52574,-45 50 55.7747,A,2020yCat.1350....0G,Star,*,,,,,,,0.3004,0.1083,-2.325,-3.692,0.131,0.109,90,,,,,,,,,,,,,,,0.908768,251.756,-45.8488,-8.47641,-21.48670987,3.36E+10,1017.709867,0.3004,4.363,,3.00E-04,3328.895,0.90876777,3.00E-04,3328.894807,68.84360737,,,,,,3.007623985,
