Ch.,B,A,x0,y0,Ra_1,Dec_1,FWHMx,FWHMy,Mag_1,Beta,r,Angle,RMSE,main_id,ra_x,dec_x,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx_1,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B_x,V,R_x,J,H,K,u,g,r_xa,i,z,angDist,Ra_2,Dec_2,Mag_2,ABS_Mag,luminosity,Mass,Plx_2,PM,RV,plx_in_arsec,distnace_from_earth,Separation,plx_arsec,distance_from_earth,TV,True_Velocity,velocity_dispersion,Log(Velocity Dispersion),L_size,Log(L_size),Log(Mass),average VD
1,24.497,130.844,413.407,485.059,251.744,-45.8668,2.91789,1.96392,-7.32431,-1,0.673061,52.2507,20.8604,[CMN2008] J164659.0-455158,251.7458333,-45.86611111,,,172,X,1,    16 46 59.0,     -45 51 58,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.212233,,,,,,,,,,,,,,,,,,,,,,
1,20.8921,110.667,448.28,399.614,251.74,-45.8584,2.05909,1.9861,-7.32219,-1,0.964552,0.610025,16.849,[CRN2020] F6,251.738104,-45.86003182,0,0,90,*,1,16 46 57.14496,-45 51 36.1145,A,2020yCat.1350....0G,Star,*,,,,,G5-K5,,0.0716,0.0983,1.382,2.513,0.118,0.103,90,,,,,,,,,,,,,,,7.569907,,,,,,,,,,,,,7.16E-05,13966.48045,,,,,,,,
1,19.7914,49.4237,134.727,40.1113,251.784,-45.8234,5.47366,2.76325,-7.3211,-1,0.504827,-52.8604,19.7682,WR  77sa,251.7817515,-45.82279685,0,0,90,WR*,15,16 47 07.62035,-45 49 22.0687,A,2020yCat.1350....0G,WolfRayet*,*|MIR|NIR|WR*|X,,,,,WN6h,,0.0615,0.1774,-2.077,-3.614,0.217,0.179,90,,,,,,,12.233,10.422,10.167,,,,,,6.034685,,,,,,,,,,,,,6.15E-05,16260.1626,,,,,,,,
1,17.506,68.4856,135.814,405.255,251.783,-45.859,5.13059,2.20426,-7.31885,-1,0.429631,41.1606,9.43246,2MASS J16470822-4551368,251.7843493,-45.86023388,0,0,90,X,1,16 47 08.24382,-45 51 36.8420,A,2020yCat.1350....0G,X,*|NIR|X,,,,,,,0.4527,0.1107,-1.421,-2.884,0.146,0.105,90,,,,,,,15.144,,,,,,,,5.572835,,,,,,,,,,,,,4.53E-04,2208.968412,,,,,,,,
1,31.2817,135.861,124.927,111.772,251.785,-45.8303,3.10565,1.76805,-7.3188,-1,0.569303,52.5594,8.91603,2MASS J16470892-4549585,251.787166,-45.83290343,0,0,90,s*r,29,16 47 08.91983,-45 49 58.4524,A,2020yCat.1350....0G,RedSG,*|C*?|LP?|NIR|s*r,-50.02,0.51,-1.67E-04,1.70E-06,M4Ia,,0.0893,0.1477,-2.029,-4.248,0.181,0.155,90,,,,,16.7,,6.933,4.673,3.28,,,,,,10.830575,,,,,,,,,,,,,8.93E-05,11198.20829,,,,,,,,
1,16.5058,117.648,271.299,73.4493,251.764,-45.8266,2.84455,2.22153,-7.31507,-1,0.780977,41.5651,6.40857,[CMN2008] J164702.9-454935,251.7620833,-45.82638889,,,172,X,1,    16 47 02.9,     -45 49 35,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.886108,,,,,,,,,,,,,,,,,,,,,,
1,43.9958,125.016,278.887,433.609,251.763,-45.8618,1.80349,1.56109,-7.31225,-1,0.86559,86.504,19.6481,Gaia DR3 5940105904013112704,251.7638279,-45.86065343,0,0,90,LP?,1,16 47 03.31869,-45 51 38.3524,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|LP?,,,,,,,,,-3.76,-2.127,0.661,0.487,90,,,,,,,,,,,,,,,4.623222,251.764,-45.8605,-7.23139,-20.24168996,1.07E+10,733.3917074,,,,,,0.711848659,,,,,,,,,2.865335995,
1,20.5774,86.5145,82.0466,209.228,251.791,-45.8399,3.7281,2.29396,-7.30986,-1,0.615316,-77.9904,8.64937,Gaia DR3 5940199873591740416,251.7908027,-45.83978286,0,0,90,*,2,16 47 09.79265,-45 50 23.2183,A,2020yCat.1350....0G,Star,*,,,,,,,0.1655,0.1258,-2.316,-4.419,0.16,0.124,90,,,,,,,,,,,,,,,0.65309,,,,,,,,,,,,,1.66E-04,6042.296073,,,,,,,,
1,58.6539,156.479,207.096,190.258,251.773,-45.838,2.17164,2.17018,-7.30683,-1,0.999327,-26.2245,27.2211,[B2007] J164704.99-455013.3,251.7707622,-45.8370613,0,0,90,V*,2,16 47 04.98292,-45 50 13.4207,A,2020yCat.1350....0G,Variable*,*|V*,,,,,,,0.2497,0.1269,-2.039,-3.988,0.161,0.137,90,,,,,,17.515,,,,,,,,,6.543068,,,,,,,,,,,,,2.50E-04,4004.805767,,,,,,,,
1,28.3453,148.03,109.25,89.2157,251.787,-45.8281,3.17227,2.9563,-7.29535,-1,0.931922,6.79331,22.4008,[CMN2008] J164709.2-454941,251.7883333,-45.82805556,,,172,X,1,    16 47 09.2,     -45 49 41,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.341819,,,,,,,,,,,,,,,,,,,,,,
1,8.90939,69.9302,303.461,30.6945,251.76,-45.8224,4.53682,3.80987,-7.29207,-1,0.839768,70.4577,11.4155,[CRN2020] W1039,251.7645799,-45.8227012,0,0,90,s*b,7,16 47 03.49919,-45 49 21.7243,A,2020yCat.1350....0G,BlueSG,*|C*?|LP?|s*b,-45.52,0.7,-1.52E-04,2.30E-06,B1Ia,,0.2423,0.1077,-1.916,-4.105,0.132,0.115,90,,,,,,,,,,,,,,,11.555139,,,,,,,,,,,,,2.42E-04,4127.115147,,,,,,,,
1,12.3248,118.564,30.0283,333.346,251.798,-45.852,2.83775,2.14761,-7.28419,-1,0.756798,27.8858,6.34982,Gaia DR3 5940105968435819648,251.7967362,-45.85019892,0,0,90,*,2,16 47 11.21670,-45 51 00.7161,A,2020yCat.1350....0G,Star,*,,,,,,,0.5046,0.1566,-1.971,-3.658,0.191,0.158,90,,,,,,,,,,,,,,,7.225265,,,,,,,,,,,,,5.05E-04,1981.767737,,,,,,,,
1,14.7596,49.4154,34.5416,298.37,251.798,-45.8486,5.95815,2.44944,-7.2821,-1,0.411107,-22.8657,8.33005,Gaia DR3 5940105968435819648,251.7967362,-45.85019892,0,0,90,*,2,16 47 11.21670,-45 51 00.7161,A,2020yCat.1350....0G,Star,*,,,,,,,0.5046,0.1566,-1.971,-3.658,0.191,0.158,90,,,,,,,,,,,,,,,6.580599,,,,,,,,,,,,,5.05E-04,1981.767737,,,,,,,,
1,18.4309,120.324,431.977,289.185,251.742,-45.8477,2.6983,2.21659,-7.27982,-1,0.821478,48.5757,11.1345,[CMN2008] J164658.2-455056,251.7426304,-45.84914541,0,0,90,s*b,10,16 46 58.23130,-45 50 56.9235,A,2020yCat.1350....0G,BlueSG,*|s*b|X,-46.86,3.99,-1.56E-04,1.33E-05,O9.5Iab,,0.3337,0.0942,-2.023,-3.883,0.115,0.099,90,,,,,,,,,,,,,,,5.441289,,,,,,,,,,,,,3.34E-04,2996.703626,,,,,,,,
1,65.726,124.697,275.798,385.766,251.764,-45.8571,3.1159,3.04259,-7.27086,-1,0.976472,21.4166,35.1421,Gaia DR3 5940106007100724096,251.7624349,-45.85714769,0,0,90,*,2,16 47 02.98439,-45 51 25.7317,A,2020yCat.1350....0G,Star,*,,,,,,,0.0247,0.1152,-2.007,-3.684,0.151,0.118,90,,,,,,,,,,,,,,,3.946423,,,,,,,,,,,,,2.47E-05,40485.82996,,,,,,,,
1,38.1509,174.943,180.337,124.574,251.777,-45.8316,2.24879,1.80482,-7.26521,-1,0.802574,73.1052,31.0736,[CRN2020] W1050,251.7782222,-45.83202566,0,0,90,*,7,16 47 06.77334,-45 49 55.2924,A,2020yCat.1350....0G,Star,*|SB*,-56.36,2.65,-1.88E-04,8.80E-06,O9.5II,,0.2255,0.074,-2.369,-3.688,0.09,0.081,90,,,,23.1,19.52,16.97,,,,,,,,,3.443302,,,,,,,,,,,,,2.26E-04,4434.5898,,,,,,,,
1,89.0588,143.701,298.927,266.872,251.761,-45.8455,2.18136,1.79642,-7.26449,-1,0.823531,53.6538,34.4226,Cl* Westerlund    1      W      38,251.7619286,-45.84615166,0,0,90,s*b,14,16 47 02.86285,-45 50 46.1460,A,2020yCat.1350....0G,BlueSG,*|s*b|X,-44.19,1.48,-1.47E-04,4.90E-06,O9Iab,,0.0966,0.0696,-2.187,-3.645,0.088,0.07,90,,,,23.2,19.1,16.47,,,,,,,,,3.300193,,,,,,,,,,,,,9.66E-05,10351.96687,,,,,,,,
1,35.6711,171.506,416.47,552.739,251.744,-45.8734,2.48357,1.66111,-7.26141,-1,0.668838,61.4911,31.3329,[CRN2020] W1020,251.7437847,-45.87423712,0,0,90,**,8,16 46 58.50833,-45 52 27.2536,A,2020yCat.1350....0G,**,*|**,-44.49,2.82,-1.48E-04,9.40E-06,O9-9.5+O?,,0.1886,0.0541,-2.552,-3.41,0.067,0.056,90,,,,21.8,18.45,16.38,,,,,,,,,3.057219,,,,,,,,,,,,,1.89E-04,5302.226935,,,,,,,,
1,24.7833,158.737,368.321,199.317,251.751,-45.8389,2.43901,1.81592,-7.2545,-1,0.744532,55.0201,10.5778,Gaia DR3 5940106758703251456,251.7491531,-45.83959519,0,0,90,*,2,16 46 59.79675,-45 50 22.5427,A,2020yCat.1350....0G,Star,*,,,,,,,0.1663,0.0553,-2.263,-3.272,0.067,0.059,90,,,,,,,,,,,,,,,5.277912,,,,,,,,,,,,,1.66E-04,6013.229104,,,,,,,,
1,48.7481,79.5678,191.521,402.329,251.776,-45.8587,5.98921,1.47003,-7.25153,-1,0.245447,-87.4514,29.8045,Gaia DR3 5940106007100869760,251.7747619,-45.85770475,0.001,0,90,RR*,1,16 47 05.94285,-45 51 27.7371,A,2020yCat.1350....0G,RRLyrae,*|RR*,,,,,,,1.5101,0.8684,-2.168,-3.883,1.108,0.765,90,,,,,,,,,,,,,,,4.741652,,,,,,,,,,,,,0.0015101,662.2078008,,,,,,,,
1,19.1366,93.9144,38.5206,530.631,251.797,-45.8712,2.05547,1.96991,-7.24777,-1,0.958375,-87.9461,16.8599,PSR J1647-4552,251.79243,-45.8713,0.1,0.1,90,Psr,214,   16 47 10.18,   -45 52 16.7,C,2012ApJ...756...27L,Pulsar,Psr|Rad|X,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.453336,,,,,,,,,,,,,,,,,,,,,,
1,29.2481,102.347,91.7917,309.055,251.79,-45.8496,1.91664,1.74833,-7.24327,-1,0.912184,63.2004,14.4119,Cl* Westerlund    1      W      70,251.7890986,-45.84713027,0,0,90,s*b,19,16 47 09.38367,-45 50 49.6690,A,2020yCat.1350....0G,BlueSG,*|MIR|NIR|s*b|V*,-42.86,0.38,-1.43E-04,1.30E-06,B3Ia,,0.287,0.0611,-2.248,-3.728,0.077,0.067,90,,,,21.2,16.88,14.1,8.287,7.25,6.703,,,,,,9.175822,,,,,,,,,,,,,2.87E-04,3484.320557,,,,,,,,
1,12.9906,57.1275,444.607,505.852,251.74,-45.8688,3.94283,3.07947,-7.2399,-1,0.78103,86.0844,10.081,[B2007] J164656.89-455204.4,251.7370417,-45.86788889,0.32,0.32,90,**,5,   16 46 56.89,   -45 52 04.4,C,2007AJ....133.2696B,**,*|**|V*,-48.11,4.18,-1.61E-04,1.39E-05,O+O?,,,,,,,,,,,,22.5,19.14,17.141,,,,,,,,,8.122915,,,,,,,,,,,,,,,,,,,,,,
1,44.6978,141.627,133.197,155.017,251.784,-45.8346,2.69133,2.0945,-7.23901,-1,0.778237,76.8841,19.7463,Gaia DR3 5940199873591721856,251.7825447,-45.83521354,0,0,90,*,2,16 47 07.81072,-45 50 06.7687,A,2020yCat.1350....0G,Star,*,,,,,,,0.2871,0.1153,-2.458,-3.577,0.14,0.127,90,,,,,,,,,,,,,,,4.261882,,,,,,,,,,,,,2.87E-04,3483.106931,,,,,,,,
1,54.4323,89.4622,273.338,420.324,251.764,-45.8605,4.07482,1.88786,-7.23139,-1,0.463298,-16.6009,25.7573,Gaia DR3 5940105904013112704,251.7638279,-45.86065343,0,0,90,LP?,1,16 47 03.31869,-45 51 38.3524,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|LP?,,,,,,,,,-3.76,-2.127,0.661,0.487,90,,,,,,,,,,,,,,,0.711849,,,,,,,,,,,,,,,,,,,,,,
1,14.9018,180.86,450.825,345.595,251.739,-45.8532,2.77977,1.35266,-7.21776,-1,0.486607,78.669,13.7986,[CRN2020] W1014,251.7409225,-45.85550109,0,0,90,*,8,16 46 57.82139,-45 51 19.8039,A,2020yCat.1350....0G,Star,*,-41.18,4.6,-1.37E-04,1.53E-05,O9-9.5III,,0.2042,0.0944,-2.453,-3.623,0.114,0.099,90,,,,23.3,19.58,17.4,,,,,,,,,9.589351,,,,,,,,,,,,,2.04E-04,4897.159647,,,,,,,,
1,18.7108,122.325,116.561,517.507,251.786,-45.87,2.84081,1.94895,-7.21398,-1,0.686056,82.7649,9.39512,[CMN2008] J164709.2-455214,251.7883333,-45.87055556,,,172,X,1,    16 47 09.2,     -45 52 14,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.193252,,,,,,,,,,,,,,,,,,,,,,
1,7.93026,90.1002,343.332,36.4294,251.754,-45.823,3.0237,2.46903,-7.20656,-1,0.81656,53.325,9.94211,[CMN2008] J164700.9-454927,251.75375,-45.82416667,,,172,X,1,    16 47 00.9,     -45 49 27,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.23913,,,,,,,,,,,,,,,,,,,,,,
1,20.4407,148.542,444.981,337.705,251.74,-45.8524,2.57869,1.75542,-7.20617,-1,0.68074,46.8062,18.1186,Gaia DR3 5940106659927425536,251.743258,-45.85313638,0,0,90,*,2,16 46 58.38191,-45 51 11.2910,A,2020yCat.1350....0G,Star,*,,,,,,,0.2597,0.1352,-2.633,-4.053,0.162,0.138,90,,,,,,,,,,,,,,,8.573386,,,,,,,,,,,,,2.60E-04,3850.596843,,,,,,,,
1,28.055,171.745,410.554,282.823,251.745,-45.847,2.30974,1.68874,-7.20216,-1,0.73114,76.7305,10.8516,Gaia DR3 5940106655630574080,251.7427316,-45.84605717,0,0,90,*,2,16 46 58.25559,-45 50 45.8058,A,2020yCat.1350....0G,Star,*,,,,,,,0.0709,0.1243,-2.389,-3.878,0.15,0.13,90,,,,,,,,,,,,,,,6.613754,,,,,,,,,,,,,7.09E-05,14104.37236,,,,,,,,
1,26.7489,126.09,389.862,463.421,251.748,-45.8647,2.36442,1.94413,-7.19865,-1,0.822247,58.6001,13.7629,Gaia DR3 5940106625567617792,251.7478484,-45.86469469,0,0,90,*,2,16 46 59.48361,-45 51 52.9009,A,2020yCat.1350....0G,Star,*,,,,,,,0.1875,0.1304,-2.077,-3.91,0.164,0.13,90,,,,,,,,,,,,,,,0.383394,251.748,-45.8647,-7.19865,-20.20894984,1.04E+10,727.1002056,0.1875,4.428,,1.88E-04,5333.3335,0.383393549,1.88E-04,5333.333333,111.9398448,,,,,,2.861594267,
1,32.2212,113.272,402.283,316.46,251.746,-45.8503,3.11667,2.77414,-7.1733,-1,0.890097,-75.6654,19.8146,Gaia DR3 5940106659927424768,251.7474605,-45.85197581,0,0,90,*,2,16 46 59.39053,-45 51 07.1129,A,2020yCat.1350....0G,Star,*,,,,,,,0.3323,0.1313,-2.408,-3.417,0.157,0.134,90,,,,,,,,,,,,,,,7.055159,,,,,,,,,,,,,3.32E-04,3009.32892,,,,,,,,
1,21.3342,144.457,81.7944,366.665,251.791,-45.8552,2.11828,2.11828,-7.16632,-1,1,-39.8189,11.8576,[CMN2008] J164709.4-455116,251.7891667,-45.85444444,,,172,X,1,    16 47 09.4,     -45 51 16,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.345165,,,,,,,,,,,,,,,,,,,,,,
1,12.8092,77.5544,402.538,571.502,251.746,-45.8752,2.89033,2.89029,-7.16593,-1,0.999987,-38.5483,10.8626,[CRN2020] W1020,251.7437847,-45.87423712,0,0,90,**,8,16 46 58.50833,-45 52 27.2536,A,2020yCat.1350....0G,**,*|**,-44.49,2.82,-1.48E-04,9.40E-06,O9-9.5+O?,,0.1886,0.0541,-2.552,-3.41,0.067,0.056,90,,,,21.8,18.45,16.38,,,,,,,,,6.547164,,,,,,,,,,,,,1.89E-04,5302.226935,,,,,,,,
1,15.4076,61.047,56.1633,567.538,251.795,-45.8748,3.91861,3.24238,-7.1581,-1,0.827433,-71.1429,5.7564,Gaia DR3 5940105938372791680,251.7929948,-45.87657577,0,0,90,LP?,4,16 47 10.31875,-45 52 35.6728,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|C*?|LP?,,,,,,,0.086,0.168,-1.275,-4.176,0.211,0.163,90,,,,,,,,,,,,,,,8.124345,,,,,,,,,,,,,8.60E-05,11627.90698,,,,,,,,
1,25.0441,71.8943,170.094,421.606,251.779,-45.8606,2.98817,2.98812,-7.15617,-1,0.99998,-33.9444,11.0055,[CRN2020] W1054,251.7815996,-45.86138291,0,0,90,*,7,16 47 07.58391,-45 51 40.9785,A,2020yCat.1350....0G,Star,*,-45.95,2.4,-1.53E-04,8.00E-06,O9-9.5,,0.3176,0.1206,-1.941,-3.887,0.146,0.123,90,,,,,,,,,,,,,,,7.085366,,,,,,,,,,,,,3.18E-04,3148.61461,,,,,,,,
1,33.6984,74.8175,232.75,445.745,251.77,-45.863,3.35421,2.5563,-7.15517,-1,0.762115,40.05,16.755,[CMN2008] J164704.2-455146,251.7675,-45.86277778,,,172,X,1,    16 47 04.2,     -45 51 46,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.328405,,,,,,,,,,,,,,,,,,,,,,
1,23.8014,161.633,112.869,355.542,251.787,-45.8541,2.5214,1.5732,-7.15445,-1,0.62394,76.3703,10.134,[DCN2010] D09-R1,251.7879778,-45.85285883,0,0,90,*,3,16 47 09.11467,-45 51 10.2918,A,2020yCat.1350....0G,Star,*|Rad,,,,,,,0.181,0.169,-1.942,-3.181,0.219,0.18,90,,,,,,,,,,,,,,,5.091258,,,,,,,,,,,,,1.81E-04,5524.861878,,,,,,,,
1,28.7729,96.753,222.623,511.587,251.771,-45.8694,3.05115,2.17036,-7.15381,-1,0.711325,76.4694,7.66497,[B2007] J164704.69-455206.8,251.7695255,-45.868542,0,0,90,LP?,7,16 47 04.68613,-45 52 06.7512,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|C*?|LP?|V*,-36.55,2.8,-1.22E-04,9.30E-06,O9.5II,,,,-1.332,-3.278,0.124,0.101,90,,,,22.8,19.17,16.899,,,,,,,,,4.8093,,,,,,,,,,,,,,,,,,,,,,
1,62.2893,114.558,323.936,416.472,251.757,-45.8601,1.75649,1.52265,-7.13815,-1,0.86687,-76.9891,35.3392,Gaia DR3 5940106659935751552,251.7558977,-45.85965776,0,0,90,*,2,16 47 01.41546,-45 51 34.7679,A,2020yCat.1350....0G,Star,*,,,,,,,0.3493,0.1192,-2.668,-3.786,0.146,0.119,90,,,,,,,,,,,,,,,3.197133,,,,,,,,,,,,,3.49E-04,2862.868594,,,,,,,,
1,27.5042,107.075,159.369,428.974,251.78,-45.8613,2.74252,2.14279,-7.13422,-1,0.781324,53.0337,15.3738,[CRN2020] W1054,251.7815996,-45.86138291,0,0,90,*,7,16 47 07.58391,-45 51 40.9785,A,2020yCat.1350....0G,Star,*,-45.95,2.4,-1.53E-04,8.00E-06,O9-9.5,,0.3176,0.1206,-1.941,-3.887,0.146,0.123,90,,,,,,,,,,,,,,,4.024045,,,,,,,,,,,,,3.18E-04,3148.61461,,,,,,,,
1,29.6909,91.3738,409.891,314.122,251.745,-45.8501,1.64856,1.49936,-7.12902,-1,0.909496,-87.5465,17.7464,[CMN2008] J164658.2-455056,251.7426304,-45.84914541,0,0,90,s*b,10,16 46 58.23130,-45 50 56.9235,A,2020yCat.1350....0G,BlueSG,*|s*b|X,-46.86,3.99,-1.56E-04,1.33E-05,O9.5Iab,,0.3337,0.0942,-2.023,-3.883,0.115,0.099,90,,,,,,,,,,,,,,,6.856099,,,,,,,,,,,,,3.34E-04,2996.703626,,,,,,,,
1,31.2345,121.124,389.79,217.376,251.748,-45.8407,2.92643,2.41639,-7.1285,-1,0.825711,78.4326,14.2346,[B2007] J164659.93-455025.3,251.7497409,-45.84042603,0,0,90,V*,7,16 46 59.93780,-45 50 25.5337,A,2020yCat.1350....0G,Variable*,*|SB*|V*,-34.87,2.83,-1.16E-04,9.40E-06,O9.5II,,0.2243,0.0716,-2.367,-3.895,0.086,0.074,90,,,,23,19.48,17.206,,,,,,,,,4.471937,,,,,,,,,,,,,2.24E-04,4458.314757,,,,,,,,
1,23.0864,158.327,42.1551,241.413,251.797,-45.843,2.38234,1.64793,-7.12092,-1,0.691729,71.1209,18.5647,2MASS J16471064-4550273,251.7944048,-45.84092201,0,0,90,LP?,1,16 47 10.65715,-45 50 27.3192,A,2020yCat.1350....0G,LongPeriodV*_Candidate,*|C*?|LP?|NIR,,,,,,,,,-1.742,-3.72,0.246,0.191,90,,,,,,,13.143,,,,,,,,9.906923,,,,,,,,,,,,,,,,,,,,,,
1,56.8169,138.154,307.248,213.192,251.759,-45.8403,2.72025,2.52512,-7.12034,-1,0.928267,49.8215,29.8264,Gaia DR3 5940106797366423808,251.7581472,-45.83937766,0,0,90,*,1,16 47 01.95532,-45 50 21.7596,A,2020yCat.1350....0G,Star,*,,,,,,,0.3423,0.0868,-2.666,-3.471,0.108,0.092,90,,,,,,,,,,,,,,,3.957927,,,,,,,,,,,,,3.42E-04,2921.413964,,,,,,,,
1,30.8084,156.229,367.478,418.627,251.751,-45.8603,2.46383,1.61039,-7.11797,-1,0.653612,62.2352,14.0213,Cl* Westerlund    1      W      53,251.7516128,-45.85884712,0,0,90,s*b,12,16 47 00.38707,-45 51 31.8496,A,2020yCat.1350....0G,BlueSG,*|**|MIR|NIR|s*b|SB*|V*|X,,,,,OBIa+OBIa,,0.1975,0.0926,-2.493,-3.74,0.116,0.096,90,,,,22.9,18.51,15.8,10.273,9.35,8.904,,,,,,5.439996,,,,,,,,,,,,,1.98E-04,5063.291139,,,,,,,,
1,51.6638,134.957,167.483,101.224,251.779,-45.8293,2.60085,2.09141,-7.1102,-1,0.804124,71.1766,42.0937,Gaia DR3 5940199877886913280,251.7789726,-45.82925113,0,0,90,*,2,16 47 06.95343,-45 49 45.3041,A,2020yCat.1350....0G,Star,*,,,,,,,0.2858,0.0547,-2.409,-3.283,0.067,0.059,90,,,,,,,,,,,,,,,0.195653,,,,,,,,,,,,,2.86E-04,3498.950315,,,,,,,,
1,32.8194,92.9859,102.083,178.082,251.788,-45.8368,4.23341,1.55044,-7.10109,-1,0.366239,78.9108,15.4679,Gaia DR3 5940199877886900608,251.7864574,-45.8377651,0,0,90,*,2,16 47 08.74978,-45 50 15.9544,A,2020yCat.1350....0G,Star,*,,,,,,,0.37,0.0401,-1.795,-4.07,0.051,0.04,90,,,,,,,,,,,,,,,5.19048,,,,,,,,,,,,,3.70E-04,2702.702703,,,,,,,,
1,8.0726,124.101,117.736,8.60213,251.786,-45.8203,2.55631,1.92236,-7.10029,-1,0.752004,74.7098,6.04866,Gaia DR3 5940199907951499392,251.7847181,-45.81895679,0,0,90,*,2,16 47 08.33234,-45 49 08.2444,A,2020yCat.1350....0G,Star,*,,,,,,,0.3662,0.0354,-1.91,-4.167,0.043,0.036,90,,,,,,,,,,,,,,,5.804348,,,,,,,,,,,,,3.66E-04,2730.748225,,,,,,,,
1,22.9614,194.39,70.3293,17.2971,251.793,-45.8211,2.01389,1.55563,-7.09894,-1,0.772452,79.4397,26.7098,Gaia DR3 5940199912252321280,251.789962,-45.8208196,0,0,90,*,2,16 47 09.59089,-45 49 14.9506,A,2020yCat.1350....0G,Star,*,,,,,,,0.1678,0.1102,-2.287,-3.935,0.132,0.112,90,,,,,,,,,,,,,,,7.685736,,,,,,,,,,,,,1.68E-04,5959.475566,,,,,,,,
1,22.0875,109.98,187.134,89.7567,251.776,-45.8282,2.65324,2.08293,-7.09665,-1,0.785051,60.7077,8.01782,[B2007] J164707.01-454940.1,251.7792083,-45.82780556,0.32,0.32,90,*,8,   16 47 07.01,   -45 49 40.1,C,2007AJ....133.2696B,Star,*|V*|X,-39.32,1.77,-1.31E-04,5.90E-06,O9III,,,,,,,,,,,,,,16.702,,,,,,,,,8.170917,,,,,,,,,,,,,,,,,,,,,,
1,33.6134,125.989,178.024,349.921,251.777,-45.8536,2.50307,1.92412,-7.09484,-1,0.768703,44.2562,11.3213,Gaia DR3 5940106007100722688,251.7758866,-45.85477691,0,0,90,*,2,16 47 06.21277,-45 51 17.1969,A,2020yCat.1350....0G,Star,*,,,,,,,0.3091,0.0436,-2.089,-4.795,0.053,0.044,90,,,,,,,,,,,,,,,5.06541,,,,,,,,,,,,,3.09E-04,3235.198965,,,,,,,,
1,14.6659,107.987,13.3598,342.463,251.801,-45.8529,2.79485,1.99238,-7.08501,-1,0.712876,60.5535,14.7097,Gaia DR3 5940105968435819648,251.7967362,-45.85019892,0,0,90,*,2,16 47 11.21670,-45 51 00.7161,A,2020yCat.1350....0G,Star,*,,,,,,,0.5046,0.1566,-1.971,-3.658,0.191,0.158,90,,,,,,,,,,,,,,,14.445936,,,,,,,,,,,,,5.05E-04,1981.767737,,,,,,,,
1,25.9618,111.478,382.905,406.74,251.749,-45.8591,1.98129,1.98125,-7.07655,-1,0.999981,36.3818,19.013,Cl* Westerlund    1      W      53,251.7516128,-45.85884712,0,0,90,s*b,12,16 47 00.38707,-45 51 31.8496,A,2020yCat.1350....0G,BlueSG,*|**|MIR|NIR|s*b|SB*|V*|X,,,,,OBIa+OBIa,,0.1975,0.0926,-2.493,-3.74,0.116,0.096,90,,,,22.9,18.51,15.8,10.273,9.35,8.904,,,,,,6.631366,,,,,,,,,,,,,1.98E-04,5063.291139,,,,,,,,
1,35.28,121.823,381.614,313.192,251.749,-45.85,4.19265,1.16618,-7.07473,-1,0.278149,55.6667,21.0683,NAME Wd 1 Cocoon,251.75,-45.85,,,172,gam,1,       16 47.0,        -45 51,E,2019NatAs...3..561A,gamma,gam,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.525301,,,,,,,,,,,,,,,,,,,,,,
1,40.2963,144.935,131.978,123.589,251.784,-45.8315,2.27876,1.79673,-7.07064,-1,0.78847,82.8735,12.8675,2MASS J16470892-4549585,251.787166,-45.83290343,0,0,90,s*r,29,16 47 08.91983,-45 49 58.4524,A,2020yCat.1350....0G,RedSG,*|C*?|LP?|NIR|s*r,-50.02,0.51,-1.67E-04,1.70E-06,M4Ia,,0.0893,0.1477,-2.029,-4.248,0.181,0.155,90,,,,,16.7,,6.933,4.673,3.28,,,,,,9.417573,,,,,,,,,,,,,8.93E-05,11198.20829,,,,,,,,
1,13.4885,114.841,234.15,4.13048,251.77,-45.8198,2.76672,2.15709,-7.06912,-1,0.779658,-86.4013,6.3418,[CMN2008] J164704.6-454902,251.7691667,-45.81722222,,,172,X,1,    16 47 04.6,     -45 49 02,D,2008A&A...477..147C,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.519649,,,,,,,,,,,,,,,,,,,,,,
