INDEX,ra,RA,dec,DEC,Luminosity,Mass_UMS,Mass_Luminosity,Log (M/L),Angular_Seperation
530311,83.91697650653079,83.91698,-68.86099118775768,-68.86099,2645.4199405144464,9.502887907531369,0.0035922039302702814,-2.4446390163039875,0.6662063450420208
530311,83.91185213135186,83.91185,-68.86073576833184,-68.86073,166.36275374817697,4.311093651341904,0.02591381516723148,-1.5864686432047965,0.6696563270307315
530311,83.90556135674429,83.90556,-68.86187691089637,-68.86188,8670.194357070339,13.339854575777315,0.0015385877209198866,-2.8128777378790435,0.6733974140267427
530311,83.9126677651227,83.91267,-68.86176742529257,-68.86177,607.3280627945699,6.241138409293122,0.010276387329403223,-1.9881595350156227,0.668780011831268
530311,83.91509796826098,83.9151,-68.86292340400419,-68.86292,737.3336792802868,6.5967889791386165,0.008946816298392552,-2.048331479770087,0.6668004052033348
530311,83.89830813406432,83.89831,-68.86431405889236,-68.86431,649.0322468526073,6.360696152311037,0.009800277541148933,-2.0087616250337588,0.6773389239555734
530311,83.91436599113217,83.91437,-68.86035621682255,-68.86036,400.8804444577082,5.542663776290259,0.013826226379757955,-1.8592963365990491,0.668133395310954
530311,83.91488926693863,83.91489,-68.86093794187444,-68.86094,550.9258867308328,6.069731496047135,0.011017328541348138,-1.9579236995315266,0.6675962635799753
530311,83.90779946534165,83.9078,-68.86111384480925,-68.861115,998.3809928811229,7.19352572836459,0.007205190983860329,-2.1423545031029554,0.6721847373727201
530311,83.92056690192474,83.92057,-68.86485887533216,-68.86486,288.5255072881639,5.045564649542394,0.01748741280091799,-1.7572744380569172,0.6625500145780705
530311,83.89244433566273,83.89244,-68.86637543522468,-68.86638,168.164252929452,4.324380588739583,0.025715218980301005,-1.5898097730527319,0.6804957545047601
530311,83.91962695355964,83.919624,-68.86709842596417,-68.867096,170.89729065910734,4.344345296457751,0.02542079678210648,-1.5948108411679662,0.6624311739918359
530311,83.89497772186812,83.89498,-68.86741674482292,-68.86742,312.42196227733916,5.161587591466425,0.01652120598002149,-1.7819582541492722,0.6785191580331338
530311,83.89552845336762,83.89553,-68.86953973897464,-68.86954,1814.5484934437923,8.532508643460318,0.004702276447441013,-2.327691842231722,0.6774902585663929
530311,83.6598999460662,83.6599,-69.49121072457552,-69.49121,386.8247293707873,5.48642921157753,0.014183243197770232,-1.8482244502639487,0.8198306408328475
530311,83.92156945488827,83.92157,-68.87260889381807,-68.87261,259.0019952709992,4.892323585795997,0.01888913473688516,-1.7237879355457566,0.6593349687233617
530311,83.77841231585009,83.77841,-69.02003990617565,-69.02004,505.06971432378714,5.92087774189934,0.011722892056251107,-1.930965233955355,0.71993272838702
530311,83.81749084059766,83.81749,-69.00714531765458,-69.00715,415.25498912486535,5.598735616483002,0.01348264503283183,-1.8702248993083124,0.6965819790180728
530311,83.78134431161241,83.78134,-69.03028371031436,-69.03028,583.44216473438,6.169998935680954,0.010575168043416832,-1.9757127227946407,0.7167062521781997
530311,83.77270629218685,83.772705,-69.03207668139545,-69.032074,286.22344814211993,5.034029707142897,0.017587761379505587,-1.7547894352667386,0.721962784214091
530311,83.75416057532557,83.75416,-69.0337112256575,-69.033714,599.1155175016632,6.21690810738695,0.010376810357561288,-1.9839361201858237,0.7333583418961455
530311,83.800509312608,83.80051,-69.0198583636454,-69.01986,390.9462431634745,5.50306787873857,0.014076277685158513,-1.851512174350165,0.705780408905797
530311,83.80312128341963,83.80312,-69.02198272643668,-69.02198,433.11581653997314,5.66650714911613,0.013083122187464971,-1.8832886025728213,0.7037808321090663
530311,83.79726945820737,83.79727,-69.02296613746384,-69.022964,418.71103560979867,5.612009559134806,0.013403061017872713,-1.8727960052653434,0.7074458228531078
530311,83.80334181206253,83.803345,-69.02481217956341,-69.02481,679.4155887053764,6.444386415318504,0.009485190688070987,-2.0229539337321407,0.7032427729421602
530311,83.80090078976072,83.8009,-69.02738996929789,-69.02739,180.63984285619753,4.413710770211132,0.024433761126136315,-1.6120096762684126,0.7044819516257882
530311,83.85486978900826,83.854866,-69.00940167623213,-69.0094,261.11217785599575,4.903679036671386,0.018779970650682487,-1.726305090784317,0.6711262033234109
530311,83.7623486777679,83.76235,-69.04294762770994,-69.042946,329.16918190751875,5.239171554349818,0.015916348924249483,-1.7981565486526205,0.7271782555586879
530311,83.80102417667747,83.801025,-69.03174377379653,-69.031746,1485.6206327466327,8.058596417084377,0.00542439721114101,-2.2656485159900925,0.7038221800188693
530311,83.80388245034487,83.80388,-69.03327371844436,-69.03327,527.0685528403826,5.993442121983254,0.011371276259386902,-1.9441907893752766,0.7017548475866019
530311,83.81693446724796,83.81693,-69.03338334569587,-69.03339,818.6614946478377,6.796972809511602,0.008302543669084431,-2.080788831454657,0.6931369575735378
530311,83.81008528200198,83.81008,-69.03348423416816,-69.033485,1342.281459103453,7.828338519670227,0.0058321140224189575,-2.234173993808173,0.6976535568159489
530311,83.81653928008919,83.816536,-69.03518196802402,-69.03518,686.6027120694762,6.463790766937013,0.009414164338871637,-2.026218224678011,0.693162411220198
530311,83.85262492643619,83.85262,-69.01676808554456,-69.01677,380.23752228759423,5.4595715658603705,0.014358318802979683,-1.8428964080973749,0.6714748300739899
530311,83.83768982431668,83.83769,-69.02180190956491,-69.021805,152.11342696922694,4.202197335519004,0.0276254201831185,-1.5586911076300198,0.6808626612638573
530311,83.80625722611451,83.80626,-69.03658991156654,-69.03659,211.03304870143396,4.614239526863252,0.021865009083915577,-1.6602503378895066,0.6997705968959043
530311,83.92116799287218,83.921165,-68.96397633836709,-68.963974,633.4580713363723,6.316708287904989,0.009971785937747972,-2.0012270529773972,0.6338939566476665
530311,83.88948218277383,83.88948,-68.97631625415792,-68.97632,2743.179847638955,9.601926255399015,0.003500290461692972,-2.455895915456471,0.6534256401401499
530311,83.90784033160959,83.90784,-68.97645079657171,-68.97645,191.08913812006026,4.485198980311578,0.023471763096725846,-1.629454286864116,0.6405213687199722
530311,83.9127683656636,83.912766,-68.98020012336114,-68.9802,196.40008516573323,4.520467329006193,0.023016626113942736,-1.6379583369826987,0.6362207926790541
530311,83.89433530379362,83.89433,-68.98051411458142,-68.980515,375.776436858436,5.441193310456239,0.014479868285371142,-1.8392353886358794,0.6491628471113906
530311,83.88669574457302,83.886696,-68.98149184656506,-68.98149,156.52084478916697,4.236630844936377,0.027067518391196418,-1.5675515594645624,0.6542951878610812
530311,83.9056253878679,83.905624,-68.98235778711324,-68.98236,3816.7772684945335,10.552174093115838,0.002764681654394251,-2.558354869313893,0.6408313843370685
530311,83.91401964588131,83.91402,-68.98188291655478,-68.98188,326.19138166845323,5.225585944898534,0.016020000032404023,-1.7953374873733237,0.6349710816016918
530311,83.91049487159857,83.91049,-68.98179892018202,-68.9818,239.16840406960452,4.782221181790079,0.019995204635802656,-1.699074146832029,0.6374964307775056
530311,83.90359558478885,83.903595,-68.98292971487753,-68.98293,239.28271354612542,4.782874110742699,0.019988381274440564,-1.6992223750686362,0.6421475331581599
530311,83.90817012720781,83.90817,-68.98257894911254,-68.98258,606.0235639644368,6.237305314573021,0.010292182821688175,-1.9874925079508905,0.6389822125335266
530311,83.90788469064753,83.90788,-68.98160704012781,-68.981606,455.34939748630734,5.748136544649282,0.01262357340622622,-1.8988176901844285,0.6393889777679358
530311,83.9100659024372,83.910065,-68.99929345475316,-68.99929,1266.2507731288763,7.6989979984643035,0.006080152653680328,-2.2160855168097076,0.6342699242020717
530311,83.90906768942656,83.909065,-69.0005607822525,-69.000565,1262.0668095665153,7.691721080152303,0.0060945435074029036,-2.2150588182885023,0.6347421122975158
530311,83.92122964079988,83.92123,-69.00079639524148,-69.00079,673.8810767635823,6.429343746355485,0.009540769088269103,-2.0204166150937475,0.6259442324225972
530311,83.90246347243504,83.902466,-69.00320368663873,-69.003204,1945.3962116408375,8.703954062134784,0.004474129233958703,-2.349291475584819,0.6389628674512055
530311,83.9024866833849,83.90249,-69.00257302465847,-69.00257,349.7835052461338,5.330891057127239,0.015240544442986314,-1.8169995182745513,0.6390635516433802
530311,83.92086678386075,83.92087,-69.00582730881254,-69.00583,3626.8023560319716,10.399365096032925,0.002867364712812945,-2.5425170637021464,0.6252440476494472
530311,83.91710425227241,83.91711,-69.00550127548728,-69.0055,1820.3289708055217,8.540265938825932,0.004691605789829704,-2.3286784864316386,0.6280280247041786
530311,83.90828533044002,83.90829,-69.0054167480177,-69.00542,274.7867950698626,4.975720303047118,0.0181075670021992,-1.742139899133926,0.634391023386391
530311,83.91337616525563,83.913376,-69.00932308007685,-69.00932,212.12432007587694,4.621044304566723,0.021784603966738817,-1.66185033091406,0.630012695378167
530311,83.11091561675069,83.110916,-69.22712612012972,-69.22713,367.54231945017705,5.406857922266728,0.0147108445371817,-1.8323623940767275,0.9580154532542007
530311,83.11063572131363,83.110634,-69.23976078443576,-69.23976,220.87960567534824,4.674753851413561,0.021164262029173375,-1.6743968702207008,0.958286301580164
530311,83.73538477675683,83.73538,-69.32329349906352,-69.323296,154.84326230397684,4.22360716447784,0.02727666093850675,-1.5642087947463703,0.7474802781107501
530311,83.73438330402742,83.73438,-69.32630287750403,-69.3263,481.158425552149,5.839397333067466,0.01213612195685136,-1.91592006793973,0.7484816418478445
530311,83.7598042597345,83.7598,-69.31056720240518,-69.31057,233.7337924418588,4.7509184204662995,0.02032619404679402,-1.6919439326858234,0.7311032642663821
